opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-dd71e34099cfa55a,benign,none,,,completed,,no,50,"EVT-0c0d8b9f15810410,EVT-0bdb7a0f966013f9,EVT-06965496486a8ed4",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-845d11eb264484c6,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-97429243fa389905,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f69c1b0386e53029,benign,none,,,none,,no,55,EVT-5b50645da287b1cf,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-5b27bb5c2bd9d680,malicious,user,EVT-a2172b05d45a9256,"EVT-a2172b05d45a9256,EVT-e192930ce9328288,EVT-330c2b4dca51d53b,EVT-830d11449b70135a",completed,token_21,yes,65,"EVT-a2172b05d45a9256,EVT-e192930ce9328288,EVT-330c2b4dca51d53b,EVT-830d11449b70135a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9584ce51f846d91d,benign,none,,,none,,no,50,EVT-8d25d31e29e82bea,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-62a3ae44ab5d0ae9,malicious,retrieved_document,DOC-f816be0716-C1,"EVT-b8307869d84d8ec6,EVT-86ae67e825af0bdc,EVT-53c42858d6aed715,EVT-afbf3fe2d139585c",completed,record_21,no,85,"EVT-b8307869d84d8ec6,EVT-86ae67e825af0bdc,EVT-53c42858d6aed715,EVT-afbf3fe2d139585c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-32c94f0b1919db98,malicious,retrieved_document,DOC-594d551c56-C1,"EVT-c06b5c91be2c349e,EVT-4c7f05a6ff87370c",none,,no,85,"EVT-c06b5c91be2c349e,EVT-4c7f05a6ff87370c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e87e5bbae13ec33a,malicious,retrieved_document,DOC-cf75504e4b-C1,"EVT-b6b8d90706eb7823,EVT-13d3c7b7dee84de5,EVT-5bbddfdd4b2733fc",unknown,,unknown,70,"EVT-b6b8d90706eb7823,EVT-13d3c7b7dee84de5,EVT-5bbddfdd4b2733fc",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-45ba241fc2a06d93,malicious,user,EVT-26729d9022ad8ee2,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",none,,no,80,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-eb88f322ce53d537,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-9a4a1daac91639de,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c6986d9e5fded7a9,malicious,user,EVT-93a0dd90c9905ce8,"EVT-93a0dd90c9905ce8,EVT-d51d01014c4fc1f5,EVT-81725af8fa92d8c2,EVT-f007a104ea92609c",completed,record_11,no,80,"EVT-93a0dd90c9905ce8,EVT-d51d01014c4fc1f5,EVT-81725af8fa92d8c2,EVT-f007a104ea92609c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6baf564d6f3a02cd,malicious,tool_output,TOOL-26c296d3302c1d99,"EVT-e821d50f83c54c98,EVT-dbf7d7f376ff5d19",completed,,no,85,"EVT-263d75df630374eb,EVT-e821d50f83c54c98,EVT-dbf7d7f376ff5d19",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9382f241ee6bfcb1,malicious,user,EVT-ff2499f99ad302a9,"EVT-ff2499f99ad302a9,EVT-2ab88c8701706a77,EVT-654429a86c8526e0,EVT-7e5d9a953e79262c",completed,record_16,no,65,"EVT-ff2499f99ad302a9,EVT-2ab88c8701706a77,EVT-654429a86c8526e0,EVT-7e5d9a953e79262c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-33a6dcd1ce65fe08,benign,none,,,unknown,,unknown,55,"EVT-2117afa81e93398f,EVT-2bb4cfb1855bff76,EVT-28fde05b3edf23b4",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-8dbeb7dd9ee5e110,malicious,retrieved_document,DOC-0352106122-C1,"EVT-dbd79eb0ff8b5747,EVT-744e70b18dce4a39",none,,no,85,"EVT-dbd79eb0ff8b5747,EVT-744e70b18dce4a39",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-28e0f4a3c970e72e,malicious,user,EVT-5ec84cd14d7bcf06,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-e4e8d9db678ed5c5",completed,record_20,no,75,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-e4e8d9db678ed5c5",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-d17b4f8eb2749882,malicious,rag_corpus,unknown,"EVT-001ee3588adf21aa,EVT-a2126b069dc4695e",unknown,,unknown,55,"EVT-001ee3588adf21aa,EVT-a2126b069dc4695e",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-97ca4bae753b4959,benign,none,,,none,,no,80,"EVT-cc79d98a59657467,EVT-d196c2913dec02e4",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6d35fec57c929680,benign,none,,,unknown,,unknown,50,"EVT-ca22e3b076af488d,EVT-6a84a10843ba038e,EVT-54fd983f69e3e264",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a55d7d7eaa2d9fea,malicious,rag_corpus,DOC-876e301f67-C1,"EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-64e11aa2d7e10ba7,EVT-2601f04bc1948cf4",completed,record_16,no,85,"EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-64e11aa2d7e10ba7,EVT-2601f04bc1948cf4",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c68e222dd37a215c,malicious,user,EVT-da3ce2fab734aac8,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",completed,record_09,no,80,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4a4f3a949efaa40b,malicious,rag_corpus,DOC-d2781e90da-C1,"EVT-b359b9efda1b387d,EVT-6e5e9c5a775732fb",none,,no,85,"EVT-b359b9efda1b387d,EVT-6e5e9c5a775732fb",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c39c805f7a66fb29,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-c46dc5f2121938fd,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-ee3a50932ee7763e,malicious,rag_corpus,unknown,EVT-ff4ebd70290e113c,none,,no,55,EVT-ff4ebd70290e113c,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a6fb19e88b968c06,malicious,user,EVT-8d534804ab2728a0,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-7a8aca286b4f7060,EVT-c44addb154597d6c",completed,record_14,no,65,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-7a8aca286b4f7060,EVT-c44addb154597d6c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-fd63a585fc5196f0,benign,none,,,completed,,no,60,"EVT-f26e7a5fb1e2ced9,EVT-d2df5dfaa95c1369,EVT-e7b5a3158479cfcd",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-be8e827ba0645a02,indeterminate,unknown,unknown,,unknown,,unknown,40,"EVT-3dd20f4cf0d312bd,EVT-0d9231723c496a7c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-d434a3e37b3fda7a,malicious,tool_output,TOOL-0cf0de2d4879a546,"EVT-387149b4eb7426c0,EVT-ce4a5f88a83183f6,EVT-ff84743f83bd8f8d,EVT-d1e24835db34cbc7",completed,record_04,no,85,"EVT-037e0865a2543507,EVT-387149b4eb7426c0,EVT-ce4a5f88a83183f6,EVT-ff84743f83bd8f8d,EVT-d1e24835db34cbc7",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-7181b8cb2c63023b,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-1d2ba02bf09dd7b8,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-14f40bf4b2d3aa9a,malicious,user,EVT-22ab322ff3f47a6d,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-58f3f7654fef746c,EVT-cffae73c9d78aba3",completed,record_11,unknown,65,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-58f3f7654fef746c,EVT-cffae73c9d78aba3",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-8f733446edf798d6,malicious,rag_corpus,DOC-f5600f98a4-C1,"EVT-691e238a3d6fca78,EVT-cadacea6e5b3f1de",none,,no,85,"EVT-691e238a3d6fca78,EVT-cadacea6e5b3f1de",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-8dac17e9cb866ec5,malicious,user,EVT-084bf03dd7d0193e,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",none,,no,80,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-dc492e279e7092ec,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-9056f5d3fac71e5e,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-f8a5b8cd431ade12,malicious,tool_output,TOOL-464611f4b7b9d87b,"EVT-0e9e71136fc33c57,EVT-6e1ce80090f6fe62,EVT-ae1f26e65806a657,EVT-95d4c2df5fa86986,EVT-c301310e8035a299",completed,record_12,no,85,"EVT-cba7707d21c52539,EVT-0e9e71136fc33c57,EVT-6e1ce80090f6fe62,EVT-ae1f26e65806a657,EVT-95d4c2df5fa86986,EVT-c301310e8035a299",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-3f9f9bebdc42d24c,benign,none,,,none,,no,55,EVT-f5dbfda7a7c06332,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9759351ce8d8f03d,malicious,retrieved_document,DOC-8e4a728b3c-C1,"EVT-b8390b30eb87418a,EVT-c300ec1effe0a351,EVT-345d0547735abba9",unknown,,no,70,"EVT-b8390b30eb87418a,EVT-c300ec1effe0a351,EVT-345d0547735abba9",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-97046a066645d67b,benign,none,,,none,,no,55,EVT-1bc590c91578dc29,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6efd97ccae2da82a,malicious,rag_corpus,DOC-8a8e4dc997-C1,"EVT-4f2090a12b69c65a,EVT-9bc53cdc5f74b29a",none,,no,85,"EVT-4f2090a12b69c65a,EVT-9bc53cdc5f74b29a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-5f9036528e896958,malicious,tool_output,unknown,"EVT-cb2f1da49426765e,EVT-2034b6da78e3dcf0",completed,,no,55,"EVT-cb2f1da49426765e,EVT-2034b6da78e3dcf0",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-fa721b50e9ba3b4b,benign,none,,,none,,no,80,"EVT-5d2e4ca8b7a948f1,EVT-e9f2abae467adc0a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-af93433bdf347260,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-85eca9225c04367a,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-1369271f487c8621,malicious,user,EVT-7270f9feff9f04db,"EVT-7270f9feff9f04db,EVT-54e2597259bb678e,EVT-d404b69726754735",completed,record_19,no,75,"EVT-7270f9feff9f04db,EVT-54e2597259bb678e,EVT-d404b69726754735",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-00b5465cdf552a0f,malicious,tool_output,TOOL-30e89e5f74e2e388,"EVT-76fdd6d44f1a9bbc,EVT-849d0cac827bdb38,EVT-5411f7eabb9ef526",completed,,no,85,"EVT-14f6fdcdbe53c3e0,EVT-76fdd6d44f1a9bbc,EVT-849d0cac827bdb38,EVT-5411f7eabb9ef526",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-00515371b629fe41,malicious,user,EVT-402f977e8b3ce60b,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-7f617243900eb231",unknown,,unknown,65,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-7f617243900eb231",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-049b44a79c2dd523,malicious,rag_corpus,unknown,"EVT-837113d3ce7525af,EVT-5df1c5d82868e28d",unknown,,unknown,55,"EVT-837113d3ce7525af,EVT-5df1c5d82868e28d",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9452e6536566f1ad,malicious,user,EVT-eb8b989486b6fe5c,"EVT-eb8b989486b6fe5c,EVT-7b160c0ce24220c9,EVT-7b96f2ac28c391f2,EVT-a22ec4162eb22e5b,EVT-34d36fee09eb000b,EVT-d17b102ec24ebbe5,EVT-1e7f90afe37f7f68",completed,record_13,yes,80,"EVT-eb8b989486b6fe5c,EVT-7b160c0ce24220c9,EVT-7b96f2ac28c391f2,EVT-a22ec4162eb22e5b,EVT-34d36fee09eb000b,EVT-d17b102ec24ebbe5,EVT-1e7f90afe37f7f68",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-c8a0b07ce87e0649,benign,none,,,none,,no,80,"EVT-f44b59060e9e69e6,EVT-0698277a9492fc2f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e8c05598864b1f0b,malicious,tool_output,unknown,"EVT-3a6e33244d89c179,EVT-a1f8d39d7e118bad,EVT-d00856587d397c20",completed,,unknown,55,"EVT-3a6e33244d89c179,EVT-a1f8d39d7e118bad,EVT-d00856587d397c20",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a6910c6f0f56ba59,malicious,user,EVT-1639bd99dc2f83ca,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-92b02784bbd5fd7c,EVT-46193dcf8c5072dd",completed,record_03,unknown,65,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-92b02784bbd5fd7c,EVT-46193dcf8c5072dd",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-545ae84abb31a175,malicious,user,EVT-e562bf372dedcfbe,"EVT-e562bf372dedcfbe,EVT-c954186348b56619,EVT-11a6d91241b55be8,EVT-a736864c3a5961e8",completed,record_02,no,80,"EVT-e562bf372dedcfbe,EVT-c954186348b56619,EVT-11a6d91241b55be8,EVT-a736864c3a5961e8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-95beddde5c294b82,malicious,user,EVT-ca4dbc0774df7244,"EVT-ca4dbc0774df7244,EVT-980ec8d0bcd158c5,EVT-97e1eae0963f283f",completed,record_01,no,75,"EVT-ca4dbc0774df7244,EVT-980ec8d0bcd158c5,EVT-97e1eae0963f283f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-2560af22065c8641,malicious,rag_corpus,DOC-0e3db72a1b-C1,"EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",unknown,,no,70,"EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-a49d1cb411d9302f,malicious,rag_corpus,DOC-fc91de8738-C1,"EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",none,,no,85,"EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-1fbcada5790c9e08,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-9e46e483e72957c2,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-0685e1923d0e5cd9,malicious,rag_corpus,DOC-6018a9e791-C1,"EVT-4c1362a2f2f8944c,EVT-5c93d7a7c496036d,EVT-afbd3dc9320a7a66,EVT-be08e07f73d66000",completed,record_14,no,85,"EVT-4c1362a2f2f8944c,EVT-5c93d7a7c496036d,EVT-afbd3dc9320a7a66,EVT-be08e07f73d66000",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-74e3735e2ee108ae,malicious,user,EVT-4912800ab8397017,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",completed,record_03,no,80,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-75da0ce6f2b7dd94,malicious,user,EVT-3af1317449734fd0,"EVT-3af1317449734fd0,EVT-2391a9428f0c340b",none,,no,80,"EVT-3af1317449734fd0,EVT-2391a9428f0c340b",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-49b706c554ec8e6a,malicious,user,EVT-53f7c4efc9d6f6f7,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",none,,no,80,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-60337f3ea4020fec,benign,none,,,none,,no,80,"EVT-4bbeffb6a1059b1e,EVT-2d5cda588c7ca295",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-bf6b7934e699c75e,malicious,user,EVT-0379e30b6f17f877,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-17ca6acf2b20513a,EVT-a6b319acb1b7ca8d",completed,record_04,no,80,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-17ca6acf2b20513a,EVT-a6b319acb1b7ca8d",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6d62c1170ba488eb,malicious,retrieved_document,unknown,EVT-5e92687d211ba69f,none,,no,55,EVT-5e92687d211ba69f,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e90a955c6320e49d,malicious,retrieved_document,DOC-3562219a2e-C1,"EVT-2301946ac502d7a5,EVT-5cc751207177e7cd,EVT-f256a4c62498000a",unknown,,unknown,70,"EVT-2301946ac502d7a5,EVT-5cc751207177e7cd,EVT-f256a4c62498000a",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-573bd7a479697424,malicious,user,EVT-f00edea5412b0aa5,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-7b1138a4f2c97d5f",completed,record_27,no,75,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-7b1138a4f2c97d5f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-24e8d316f2cb562b,malicious,retrieved_document,DOC-c0b4a442bd-C1,"EVT-be8fad7c716a5948,EVT-c607066127002a1f",unknown,,unknown,55,"EVT-be8fad7c716a5948,EVT-c607066127002a1f",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-98f29373ee5c8ac3,malicious,rag_corpus,unknown,"EVT-188644970c795573,EVT-181a74892223e50d,EVT-79ac0727c6fae3c8",completed,record_20,no,55,"EVT-188644970c795573,EVT-181a74892223e50d,EVT-79ac0727c6fae3c8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-e5e8f7fac58d485f,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-01500c7dbbd62996,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-03a0eaeb207b8083,malicious,rag_corpus,DOC-6b8932f9ac-C1,"EVT-26434b5b6448d75c,EVT-52e4ec5f121738c8,EVT-55cd3d34b586973e,EVT-09d8ec75f960dbb3",completed,record_11,no,85,"EVT-26434b5b6448d75c,EVT-52e4ec5f121738c8,EVT-55cd3d34b586973e,EVT-09d8ec75f960dbb3",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6ef05b97adea568e,benign,none,,,none,,no,80,"EVT-a91c64b7723c10a8,EVT-2e57a49d746290c8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-4696bc428895cdf5,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-a85236e09f0a153f,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-9246af2838f0d9cc,benign,none,,,completed,,no,80,"EVT-eb7a689aaa582b42,EVT-6e34d3e571e6e7e3,EVT-9f2098cb6f3064e8",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-6d6f0364512c5454,benign,none,,,completed,foxtrot,no,70,"EVT-26c89295f3e26f2b,EVT-ae6b1d008185eb13,EVT-43cc9030a9cee679,EVT-ad558eda9943807c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-781f8ad80b5cd6a8,malicious,user,EVT-27d0895d07c05e3d,"EVT-27d0895d07c05e3d,EVT-5b5d45007a4b3714,EVT-0c5c935f251df49f,EVT-7fa6d8125b98b6e2,EVT-ffcdc17f0a90d689,EVT-d9f6134768b11498,EVT-eed274d76541b28c",completed,token_16,yes,65,"EVT-27d0895d07c05e3d,EVT-5b5d45007a4b3714,EVT-0c5c935f251df49f,EVT-7fa6d8125b98b6e2,EVT-ffcdc17f0a90d689,EVT-d9f6134768b11498,EVT-eed274d76541b28c",2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
CASE-239f835a3e322d08,benign,none,,,none,,no,55,EVT-8fbffd3697ba2a41,2026-09-12T17:57:00Z,2026-09-12T18:11:33Z
