opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-79f73bc6e8cec6ab,malicious,user,EVT-5486ba663fab6417,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-f50c3023cfe7f96a",unknown,,unknown,65,"EVT-5486ba663fab6417,EVT-94679f312b4ea84c,EVT-f50c3023cfe7f96a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-ad2cd971a9294386,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-1350b9b60c92c1d6,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-217304da1b531a10,malicious,user,EVT-1639bd99dc2f83ca,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-4d9987e476ea0fb9,EVT-92b02784bbd5fd7c,EVT-ec3cf230bbe22105,EVT-46193dcf8c5072dd",completed,record_03,no,65,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-4d9987e476ea0fb9,EVT-92b02784bbd5fd7c,EVT-ec3cf230bbe22105,EVT-46193dcf8c5072dd",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-90cf1c46e599bdb0,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ead19b13cf73ebc8,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-4075638c71020af0,malicious,rag_corpus,DOC-254ae444ca-C1,"EVT-4b7a06ee7a652e24,EVT-b18b8d7e2797a253,EVT-e164696a37d292c1,EVT-459a2484ada0ab15",completed,record_16,no,85,"EVT-4b7a06ee7a652e24,EVT-b18b8d7e2797a253,EVT-e164696a37d292c1,EVT-459a2484ada0ab15",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-3805bdc841019da8,benign,none,,,unknown,,unknown,80,"EVT-a4957681855bcb2f,EVT-f26e7a5fb1e2ced9,EVT-e7b5a3158479cfcd",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-7059a437a7b6627e,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-9742ed7402b70754,EVT-db2b0adcf2ce0aab",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-79b94c5c2b9c75ab,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-084bf03dd7d0193e,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-53074d681c016e04,malicious,rag_corpus,DOC-61de1caa10-C1,"EVT-76743c55e101c5aa,EVT-2bdd180e9b41c412",none,,no,85,"EVT-76743c55e101c5aa,EVT-2bdd180e9b41c412",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-2662afea04877259,benign,none,,,completed,record_17,no,60,"EVT-ff8610ec63243e1c,EVT-758b3c6561d364f5,EVT-70e166772e07e87a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-0faa2482861f0f24,malicious,retrieved_document,DOC-358e4f2f1b-C1,"EVT-ba145cdcfe699504,EVT-c9b97eee0b5c5562",none,,no,85,"EVT-ba145cdcfe699504,EVT-c9b97eee0b5c5562",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-b6c509e0ab8118cc,malicious,rag_corpus,unknown,"EVT-920db2ea6f604b70,EVT-06e290f0dade62b4",unknown,,unknown,50,"EVT-920db2ea6f604b70,EVT-06e290f0dade62b4",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-64addcacf0f517be,malicious,retrieved_document,DOC-14d75ed23a-C1,"EVT-b6f345781413c5b6,EVT-cce0430ae95c4c88",none,,no,85,"EVT-b6f345781413c5b6,EVT-cce0430ae95c4c88",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-bfbeaebb3b8a2e3c,malicious,user,EVT-210d61ac1d8c4c50,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-435beeb3c40506c6,EVT-785062fcfbc69beb,EVT-b677976d1aea5264,EVT-1bbad83c54a6c826",completed,record_21,yes,80,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-435beeb3c40506c6,EVT-785062fcfbc69beb,EVT-b677976d1aea5264,EVT-1bbad83c54a6c826",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-dda9c20e26ee82b5,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-b8cb156345350276,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-8234b48f10faec01,malicious,rag_corpus,DOC-6b8932f9ac-C1,"EVT-26434b5b6448d75c,EVT-52e4ec5f121738c8,EVT-09d8ec75f960dbb3",unknown,,unknown,70,"EVT-26434b5b6448d75c,EVT-52e4ec5f121738c8,EVT-09d8ec75f960dbb3",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-339e1c542ca7e171,malicious,tool_output,TOOL-ad79b7cd3d46edab,"EVT-1a37b05069e671fe,EVT-dfc941d6ae188165,EVT-1eb517fe4ead5410,EVT-dfdc489a60bc0f0b",completed,record_02,no,85,"EVT-7a61d365dda24fbb,EVT-1a37b05069e671fe,EVT-dfc941d6ae188165,EVT-1eb517fe4ead5410,EVT-dfdc489a60bc0f0b",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-97e7dd0632a3689c,malicious,user,EVT-da3ce2fab734aac8,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",completed,record_09,no,80,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-2cdfcf8ce529f48c,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-a86bd0755c8ee531,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-37356fa65f931965,malicious,tool_output,TOOL-85eca9225c04367a,"EVT-130b9077f1db5a33,EVT-b2b70c674c95aff5,EVT-08f4821230fc8c62,EVT-05068ad06b5edbd4,EVT-7298994b77861d2e",completed,record_10,no,85,"EVT-537a1b9e7957bab8,EVT-130b9077f1db5a33,EVT-b2b70c674c95aff5,EVT-08f4821230fc8c62,EVT-05068ad06b5edbd4,EVT-7298994b77861d2e",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-2c971e6e1d46e835,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-f5dbfda7a7c06332,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-98f26137ec5c7703,malicious,rag_corpus,DOC-965f8c1c87-C1,"EVT-a0945e3b546f5e52,EVT-c8fbc4b1ab175143,EVT-a8e6bf6f3614fdc5",unknown,,unknown,70,"EVT-a0945e3b546f5e52,EVT-c8fbc4b1ab175143,EVT-a8e6bf6f3614fdc5",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-541b7c90773a918c,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-767e35e2bf6da3bd,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-25ad80c6f5319aab,benign,none,,,none,,no,80,"EVT-dc4d88feab952ad3,EVT-39c2524ff2f41cfa",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-6348eebc8ac14f49,benign,none,,,none,,no,80,"EVT-f44b59060e9e69e6,EVT-0698277a9492fc2f",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-1da880eaf0ad5705,malicious,rag_corpus,DOC-0e3db72a1b-C1,"EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-6fb19acc774b00d6,EVT-5a6ea3caea690b0b",completed,record_19,no,85,"EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-6fb19acc774b00d6,EVT-5a6ea3caea690b0b",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-7e00483e73db77b1,malicious,user,EVT-15aec0b9c0fea550,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",none,,no,80,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-bef6d7c7c8708a2c,malicious,tool_output,TOOL-55cf6c08b1bb9fe5,"EVT-5f2801e65f404e6f,EVT-b9f70b3b672c17ee,EVT-df4a57c45ea2f348",completed,,no,85,"EVT-b05a824fbc4d1244,EVT-5f2801e65f404e6f,EVT-b9f70b3b672c17ee,EVT-df4a57c45ea2f348",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-54beb59ab5e38e88,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-e2714322cee32628,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-04a2db6d7d26db96,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-8a50a85eea5b5b61,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-9798721c0c27cb25,benign,none,,,none,,no,80,"EVT-056312973ef0d09a,EVT-5b50645da287b1cf",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-38dffda914859d1e,benign,none,,,completed,,no,60,"EVT-6fe5fb32b0d0dd18,EVT-94f0de32c967bb0a,EVT-e10134a5450b3b4f",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-5fddcc9598f82937,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-7e11fa3669815e6a,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-d4d1ee613cd27ec4,benign,none,,,unknown,,unknown,80,"EVT-02d2ca6a677effb7,EVT-ca22e3b076af488d,EVT-6a84a10843ba038e,EVT-54fd983f69e3e264",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-bc2c05f4aa252e67,benign,none,,,none,,no,80,"EVT-4f12d017ad5fc6f5,EVT-888a313561bed79e",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-d71e65df38c559fe,malicious,user,EVT-0379e30b6f17f877,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-a6b319acb1b7ca8d",completed,record_04,unknown,80,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-a6b319acb1b7ca8d",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-8ad62ba932c8a249,malicious,rag_corpus,DOC-192b5f07d0-C1,"EVT-26aa30da62b93270,EVT-4f52aee8c871777f,EVT-6195f4b392eee7ed",unknown,,unknown,70,"EVT-26aa30da62b93270,EVT-4f52aee8c871777f,EVT-6195f4b392eee7ed",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-ffb9af336f945e66,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-ed86846f6dc1b30b,EVT-09913954f16212dd",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-13d8c0e7b2167ab3,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-03bcc85ca2874560,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-f75b67c72152aa22,malicious,rag_corpus,DOC-8a8e4dc997-C1,"EVT-4f2090a12b69c65a,EVT-9bc53cdc5f74b29a",none,,no,85,"EVT-4f2090a12b69c65a,EVT-9bc53cdc5f74b29a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-060c452534f30deb,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ca4dbc0774df7244,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-6c8330bdf2b623a8,benign,none,,,unknown,,unknown,80,"EVT-5ac16b1a3457c705,EVT-2a153183ea5f4fc0,EVT-a0818f80e0d867ad,EVT-1dc030b7d7bff737",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-8e3c4d802d8c0e12,malicious,tool_output,TOOL-25dbfd0ef76231dc,"EVT-37bf13933f2c404e,EVT-7fb6e19df5ec5900,EVT-6c4b363659efb22f,EVT-e894f070af4a60db",completed,,no,85,"EVT-5e9d7bdd580deeaf,EVT-37bf13933f2c404e,EVT-7fb6e19df5ec5900,EVT-6c4b363659efb22f,EVT-e894f070af4a60db",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-851487c935127433,malicious,user,EVT-27d0895d07c05e3d,"EVT-27d0895d07c05e3d,EVT-5b5d45007a4b3714,EVT-0c5c935f251df49f,EVT-24be782ddc1b62b8,EVT-7fa6d8125b98b6e2,EVT-ffcdc17f0a90d689,EVT-c413fbebda40a628,EVT-d9f6134768b11498,EVT-eed274d76541b28c,EVT-c110acaa268f9709",completed,token_16,yes,65,"EVT-27d0895d07c05e3d,EVT-5b5d45007a4b3714,EVT-0c5c935f251df49f,EVT-24be782ddc1b62b8,EVT-7fa6d8125b98b6e2,EVT-ffcdc17f0a90d689,EVT-c413fbebda40a628,EVT-d9f6134768b11498,EVT-eed274d76541b28c,EVT-c110acaa268f9709",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-f75a8c5953489f8f,malicious,user,EVT-53f7c4efc9d6f6f7,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",none,,no,80,"EVT-53f7c4efc9d6f6f7,EVT-9e434672d1142682",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-624c21ed68b11951,malicious,rag_corpus,DOC-40aa213358-C1,"EVT-cf97b062308c2b8c,EVT-1f50904129e7dc0d,EVT-72df09ea7a4d4c2e,EVT-20d46ed2098ef498",completed,record_14,no,85,"EVT-cf97b062308c2b8c,EVT-1f50904129e7dc0d,EVT-72df09ea7a4d4c2e,EVT-20d46ed2098ef498",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-cea0393ae4af1a34,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-8429e5c691808219,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-4bf34f4c33986cf9,malicious,rag_corpus,DOC-fc91de8738-C1,"EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",none,,no,85,"EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-4de8dfc8662d9401,malicious,tool_output,TOOL-bb22db3bf44e2572,"EVT-28693abe1d8ed1fc,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",completed,record_18,no,85,"EVT-fd672d94675368c0,EVT-28693abe1d8ed1fc,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-8b6b172fe2e82030,malicious,user,EVT-c3c546fdffed4fea,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-9c9fdc8437d0095d,EVT-b8ba666d51d49657",completed,record_19,unknown,65,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-9c9fdc8437d0095d,EVT-b8ba666d51d49657",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-ca281b4adae8e6f0,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-87f26286f1d27097,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-c93152bf7ca42a1b,malicious,user,EVT-402f977e8b3ce60b,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-142cb3887095c2c8,EVT-7f617243900eb231",completed,token_05,yes,65,"EVT-402f977e8b3ce60b,EVT-5cf478ef48fbb2ea,EVT-142cb3887095c2c8,EVT-7f617243900eb231",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-8acac2b456343ad6,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-8d25d31e29e82bea,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-2877ce4a51fd6f0e,malicious,rag_corpus,unknown,"EVT-001ee3588adf21aa,EVT-1785ded6d72b1055,EVT-a2126b069dc4695e",completed,record_04,no,50,"EVT-001ee3588adf21aa,EVT-1785ded6d72b1055,EVT-a2126b069dc4695e",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-fcdf8bafea4b5361,malicious,retrieved_document,DOC-0c6350dd5e-C1,"EVT-adaf10d26166f8e5,EVT-a909952ca943176a",none,,no,85,"EVT-adaf10d26166f8e5,EVT-a909952ca943176a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-6fc28c67d18e7530,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-266ae529a8c1a67f,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-38d153fff6d4aebc,malicious,user,EVT-4912800ab8397017,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-41f92c0a28783923",completed,record_03,unknown,80,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-41f92c0a28783923",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-9b0bcda730ea0595,malicious,rag_corpus,DOC-31c2730a4d-C1,"EVT-368336eb3e6f2492,EVT-837113d3ce7525af,EVT-328fa3c97899ea62,EVT-5df1c5d82868e28d",completed,record_14,no,85,"EVT-368336eb3e6f2492,EVT-837113d3ce7525af,EVT-328fa3c97899ea62,EVT-5df1c5d82868e28d",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-398cb2c5fa6a6a59,malicious,user,EVT-9f4a87b6794e14e8,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",attempted,,no,65,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-2918bac64dc181cb,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-f32ee0b6b3c6b868,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-63c6e218080102d6,malicious,user,EVT-5106648c5b1d3398,"EVT-5106648c5b1d3398,EVT-4e17a1655a3037b9",none,,no,80,"EVT-5106648c5b1d3398,EVT-4e17a1655a3037b9",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-113c82f5ad9d68f6,malicious,user,EVT-132e670e9974191a,"EVT-132e670e9974191a,EVT-824f723bea94544d,EVT-5be9e0f34c670767,EVT-8e40693d7767d11a",completed,record_12,no,80,"EVT-132e670e9974191a,EVT-824f723bea94544d,EVT-5be9e0f34c670767,EVT-8e40693d7767d11a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-15f05294025a7617,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-97d1d0446b46beec,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-69e9f0ef3346bd67,malicious,rag_corpus,DOC-cb8759db5a-C1,"EVT-8e1e81dba0e536f7,EVT-231958029ed5a5dc,EVT-0823a6603e6eda11",unknown,,unknown,70,"EVT-8e1e81dba0e536f7,EVT-231958029ed5a5dc,EVT-0823a6603e6eda11",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-1c516fa4d0d4e3d4,benign,none,,,completed,,no,80,"EVT-b82483208bda4b41,EVT-bec9550b4014bdd9,EVT-37b57a0ef0a32923,EVT-c01ab23f61ca77d8,EVT-b3c811df6a0b1553,EVT-167d17309cedc8fb",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-f3cd70599afead7f,malicious,rag_corpus,DOC-3be14503fb-C1,"EVT-dd46d608445044f2,EVT-798aa2fd5c9489a9,EVT-c3f19732fe8cc357",unknown,,unknown,70,"EVT-dd46d608445044f2,EVT-798aa2fd5c9489a9,EVT-c3f19732fe8cc357",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-760bec13fc76529f,malicious,rag_corpus,unknown,"EVT-2c1c45baa4a44134,EVT-e64d5855fc78cd96,EVT-b4f23aaad71ab93f",completed,record_03,no,50,"EVT-2c1c45baa4a44134,EVT-e64d5855fc78cd96,EVT-b4f23aaad71ab93f",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-d28950647b850be0,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-6bcfad3296999525,2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-167430c8803f3f08,benign,none,,,none,,no,80,"EVT-69e237e058e89c59,EVT-a233338450a799e0",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-9f75f9ef5e51bf86,malicious,user,EVT-efa673463ff529d1,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",none,,no,80,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-af66202f7d4c67e4,malicious,rag_corpus,DOC-f52cd9ad19-C1,"EVT-2be855151935958a,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",unknown,,unknown,70,"EVT-2be855151935958a,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-a4250a0b0d722045,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-14f6fdcdbe53c3e0,EVT-5411f7eabb9ef526",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-75b04ba84342a74f,malicious,rag_corpus,DOC-6033820423-C1,"EVT-7f0b84aa3a6df5b4,EVT-0ec5c162e77ae381,EVT-7578187d64185cf8",unknown,,unknown,70,"EVT-7f0b84aa3a6df5b4,EVT-0ec5c162e77ae381,EVT-7578187d64185cf8",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
CASE-1740c08847dcf6b5,benign,none,,,completed,,no,80,"EVT-9cd39059e880678f,EVT-43e87b5910f50fbb,EVT-8eca303cdd8a0c73,EVT-81e69ac7968cb433,EVT-d224b71592f1ab4b",2026-09-12T18:20:00Z,2026-09-12T18:18:07Z
